@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{  "Driving", "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing", "Still" }

@data
0.21,0.57,0.14,0.07,0.01,0.04,0.20,0.41,0.27,0.08,0.02,0.04,0.48,0.42,0.04,-0.97,2.61,-9.62,0.47,0.40,0.75,8.03,Driving
0.23,0.55,0.13,0.08,0.01,0.06,0.21,0.40,0.25,0.07,0.02,0.37,0.51,0.07,0.02,-0.96,2.61,-9.54,0.50,0.39,0.57,7.96,Driving
0.00,0.19,0.22,0.45,0.14,0.01,0.10,0.49,0.34,0.07,0.08,0.47,0.41,0.02,0.02,-1.70,2.43,-9.56,0.59,0.33,0.52,8.03,Driving
0.05,0.36,0.44,0.11,0.04,0.02,0.14,0.51,0.26,0.07,0.15,0.35,0.42,0.05,0.03,-2.23,2.37,-9.53,0.53,0.36,0.63,8.08,Driving
0.04,0.40,0.34,0.11,0.10,0.05,0.19,0.45,0.24,0.06,0.14,0.36,0.44,0.04,0.03,-2.09,2.30,-9.53,0.68,0.41,0.61,8.04,Driving
0.04,0.38,0.28,0.22,0.08,0.02,0.03,0.21,0.54,0.20,0.04,0.26,0.65,0.04,0.02,-1.78,2.00,-9.62,0.78,0.49,0.90,8.02,Driving
0.03,0.28,0.25,0.21,0.22,0.02,0.03,0.19,0.59,0.17,0.04,0.35,0.56,0.03,0.02,-1.27,1.86,-9.76,0.77,0.44,0.88,8.05,Driving
0.05,0.24,0.20,0.36,0.16,0.01,0.02,0.19,0.64,0.14,0.03,0.36,0.57,0.03,0.01,-0.87,1.92,-9.74,0.90,0.40,0.82,8.01,Driving
0.05,0.20,0.07,0.45,0.22,0.01,0.02,0.16,0.66,0.16,0.01,0.08,0.71,0.18,0.01,-0.55,2.02,-9.78,0.98,0.34,0.68,8.04,Driving
0.03,0.03,0.20,0.59,0.14,0.01,0.12,0.49,0.31,0.08,0.04,0.46,0.46,0.04,0.00,-0.03,2.16,-9.72,0.50,0.34,0.54,7.98,Driving
0.07,0.34,0.38,0.18,0.04,0.05,0.09,0.17,0.49,0.20,0.05,0.48,0.42,0.05,0.00,0.31,1.94,-9.77,0.42,0.65,0.57,8.00,Driving
0.04,0.24,0.37,0.29,0.06,0.05,0.24,0.25,0.29,0.18,0.17,0.61,0.20,0.01,0.00,0.45,1.70,-9.83,0.44,0.72,0.50,8.02,Driving
0.13,0.31,0.37,0.16,0.03,0.05,0.28,0.36,0.17,0.14,0.08,0.31,0.44,0.14,0.03,0.49,1.55,-9.86,0.46,0.67,0.49,8.02,Driving
0.06,0.23,0.44,0.23,0.04,0.05,0.27,0.40,0.25,0.03,0.07,0.32,0.45,0.14,0.02,0.68,1.23,-9.96,0.42,0.48,0.50,8.06,Driving
0.08,0.39,0.35,0.14,0.04,0.08,0.33,0.28,0.29,0.02,0.02,0.25,0.58,0.14,0.01,0.54,1.53,-9.88,0.43,0.57,0.51,8.03,Driving
0.06,0.48,0.31,0.11,0.04,0.07,0.18,0.22,0.48,0.05,0.02,0.18,0.65,0.15,0.01,0.50,1.77,-9.82,0.41,0.58,0.47,8.02,Driving
0.07,0.54,0.31,0.08,0.00,0.05,0.07,0.18,0.61,0.09,0.01,0.11,0.72,0.16,0.01,0.36,2.03,-9.75,0.32,0.55,0.41,7.99,Driving
0.10,0.12,0.36,0.36,0.06,0.05,0.55,0.21,0.09,0.11,0.00,0.05,0.70,0.25,0.01,0.07,2.55,-9.61,0.44,0.66,0.38,7.98,Driving
0.11,0.15,0.39,0.30,0.04,0.20,0.51,0.08,0.10,0.10,0.02,0.22,0.39,0.30,0.07,-0.02,2.63,-9.58,0.43,0.66,0.32,7.97,Driving
0.15,0.21,0.49,0.14,0.01,0.06,0.57,0.11,0.13,0.13,0.01,0.16,0.37,0.37,0.09,-0.16,2.81,-9.54,0.38,0.64,0.32,7.98,Driving
0.06,0.17,0.26,0.42,0.09,0.08,0.57,0.12,0.18,0.06,0.01,0.15,0.42,0.32,0.10,-0.23,2.73,-9.55,0.34,0.59,0.32,7.97,Driving
0.07,0.25,0.23,0.33,0.12,0.17,0.43,0.16,0.13,0.10,0.01,0.15,0.41,0.35,0.09,-0.38,2.73,-9.55,0.38,0.52,0.30,7.97,Driving
0.06,0.23,0.35,0.28,0.08,0.08,0.37,0.28,0.15,0.12,0.01,0.18,0.44,0.31,0.06,-0.43,2.50,-9.60,0.33,0.62,0.30,7.97,Driving
0.05,0.24,0.43,0.24,0.04,0.12,0.37,0.25,0.14,0.12,0.02,0.17,0.42,0.32,0.06,-0.45,2.28,-9.66,0.30,0.74,0.33,7.97,Driving
0.05,0.19,0.43,0.29,0.04,0.08,0.26,0.38,0.20,0.09,0.02,0.19,0.45,0.32,0.03,-0.54,2.13,-9.70,0.35,0.54,0.30,7.97,Driving
0.04,0.12,0.36,0.40,0.08,0.16,0.43,0.32,0.06,0.04,0.02,0.21,0.49,0.25,0.03,-0.68,2.25,-9.67,0.45,0.69,0.33,7.99,Driving
0.05,0.22,0.48,0.22,0.02,0.08,0.42,0.40,0.06,0.05,0.07,0.37,0.43,0.12,0.01,-0.81,2.44,-9.60,0.45,0.64,0.35,7.98,Driving
0.08,0.31,0.52,0.07,0.01,0.26,0.43,0.22,0.04,0.06,0.05,0.35,0.41,0.16,0.03,-0.97,2.68,-9.53,0.43,0.62,0.37,7.98,Driving
0.12,0.23,0.57,0.07,0.01,0.41,0.31,0.10,0.13,0.06,0.05,0.36,0.41,0.15,0.03,-0.98,2.62,-9.54,0.48,0.71,0.37,7.98,Driving
0.12,0.15,0.35,0.36,0.02,0.44,0.26,0.02,0.10,0.17,0.14,0.52,0.28,0.06,0.01,-0.98,2.52,-9.59,0.36,0.60,0.29,7.99,Driving
0.14,0.14,0.42,0.25,0.05,0.08,0.57,0.10,0.07,0.18,0.13,0.50,0.30,0.06,0.01,-0.94,2.45,-9.60,0.39,0.59,0.30,7.98,Driving
0.09,0.37,0.32,0.18,0.04,0.05,0.25,0.20,0.29,0.21,0.09,0.29,0.41,0.19,0.02,-1.15,2.79,-9.50,0.42,0.56,0.31,7.99,Driving
0.09,0.35,0.35,0.17,0.05,0.05,0.16,0.21,0.34,0.23,0.08,0.29,0.35,0.25,0.03,-1.14,2.76,-9.50,0.43,0.53,0.35,7.98,Driving
0.12,0.36,0.28,0.17,0.07,0.10,0.15,0.23,0.27,0.26,0.05,0.25,0.39,0.27,0.04,-1.04,2.59,-9.54,0.51,0.64,0.36,7.98,Driving
0.08,0.20,0.22,0.42,0.08,0.13,0.34,0.19,0.20,0.14,0.08,0.36,0.36,0.18,0.02,-0.71,2.24,-9.65,0.55,0.66,0.35,7.98,Driving
0.01,0.01,0.21,0.66,0.12,0.07,0.30,0.45,0.17,0.01,0.04,0.37,0.44,0.14,0.01,-0.38,1.87,-9.76,0.31,0.33,0.27,7.97,Driving
0.01,0.01,0.19,0.66,0.14,0.06,0.30,0.48,0.15,0.01,0.04,0.37,0.45,0.13,0.01,-0.35,1.86,-9.77,0.31,0.31,0.26,7.97,Driving
0.03,0.15,0.45,0.31,0.05,0.13,0.34,0.38,0.14,0.02,0.06,0.40,0.43,0.10,0.01,-0.33,1.93,-9.76,0.26,0.27,0.25,7.97,Driving
0.12,0.39,0.28,0.19,0.03,0.12,0.32,0.14,0.34,0.08,0.02,0.22,0.43,0.30,0.03,-0.32,2.18,-9.70,0.24,0.42,0.22,7.96,Driving
0.10,0.44,0.32,0.12,0.02,0.03,0.01,0.21,0.67,0.08,0.08,0.32,0.37,0.21,0.01,-0.39,2.53,-9.62,0.19,0.21,0.19,7.97,Driving
0.12,0.42,0.34,0.10,0.02,0.20,0.54,0.16,0.08,0.03,0.07,0.28,0.35,0.25,0.04,-0.43,2.64,-9.59,0.20,0.24,0.20,7.97,Driving
0.17,0.47,0.29,0.07,0.01,0.03,0.38,0.33,0.22,0.03,0.05,0.26,0.41,0.24,0.04,-0.40,2.73,-9.57,0.24,0.26,0.22,7.97,Driving
0.23,0.44,0.21,0.11,0.02,0.03,0.16,0.42,0.36,0.04,0.05,0.23,0.39,0.27,0.07,-0.42,2.84,-9.55,0.28,0.25,0.24,7.98,Driving
0.19,0.38,0.23,0.18,0.01,0.13,0.20,0.34,0.29,0.04,0.05,0.23,0.39,0.25,0.07,-0.36,2.75,-9.55,0.29,0.31,0.24,7.96,Driving
0.10,0.44,0.40,0.05,0.01,0.08,0.33,0.28,0.21,0.09,0.04,0.21,0.43,0.24,0.08,-0.31,2.83,-9.54,0.36,0.46,0.30,7.97,Driving
0.07,0.31,0.47,0.14,0.01,0.20,0.32,0.24,0.20,0.04,0.07,0.24,0.38,0.25,0.06,-0.30,2.94,-9.50,0.42,0.59,0.33,7.98,Driving
0.05,0.29,0.54,0.11,0.01,0.23,0.40,0.21,0.14,0.03,0.07,0.25,0.40,0.23,0.05,-0.29,2.83,-9.53,0.37,0.55,0.33,7.97,Driving
0.03,0.20,0.48,0.25,0.04,0.23,0.42,0.20,0.12,0.02,0.03,0.22,0.40,0.28,0.07,-0.28,2.83,-9.53,0.38,0.53,0.36,7.98,Driving
0.05,0.34,0.40,0.20,0.01,0.03,0.32,0.50,0.14,0.01,0.04,0.28,0.43,0.21,0.03,-0.07,2.48,-9.62,0.33,0.34,0.34,7.96,Driving
0.04,0.30,0.43,0.21,0.02,0.02,0.17,0.42,0.31,0.08,0.05,0.31,0.42,0.19,0.04,-0.03,2.41,-9.64,0.33,0.33,0.34,7.96,Driving
0.03,0.21,0.49,0.25,0.02,0.05,0.19,0.45,0.27,0.04,0.05,0.30,0.46,0.15,0.03,0.03,2.33,-9.66,0.31,0.33,0.33,7.96,Driving
0.02,0.25,0.50,0.21,0.02,0.05,0.17,0.47,0.28,0.02,0.07,0.29,0.36,0.21,0.06,0.05,2.27,-9.68,0.29,0.30,0.29,7.96,Driving
0.02,0.09,0.45,0.39,0.05,0.12,0.35,0.36,0.10,0.07,0.05,0.27,0.40,0.23,0.06,-0.06,2.46,-9.62,0.34,0.47,0.30,7.96,Driving
0.03,0.13,0.54,0.28,0.03,0.18,0.50,0.21,0.07,0.05,0.01,0.15,0.40,0.37,0.07,-0.14,2.59,-9.59,0.32,0.37,0.30,7.95,Driving
0.04,0.21,0.53,0.20,0.02,0.10,0.41,0.29,0.14,0.06,0.03,0.30,0.51,0.16,0.02,-0.23,2.73,-9.54,0.32,0.38,0.33,7.95,Driving
0.04,0.21,0.54,0.20,0.01,0.09,0.41,0.30,0.14,0.06,0.03,0.31,0.50,0.15,0.01,-0.23,2.73,-9.55,0.32,0.37,0.33,7.96,Driving
0.08,0.28,0.48,0.13,0.03,0.04,0.27,0.43,0.19,0.07,0.01,0.14,0.57,0.25,0.02,-0.18,2.63,-9.58,0.33,0.38,0.37,7.96,Driving
0.06,0.30,0.39,0.22,0.03,0.05,0.31,0.38,0.23,0.03,0.01,0.10,0.39,0.41,0.09,-0.14,2.67,-9.56,0.44,0.55,0.41,7.96,Driving
0.07,0.24,0.32,0.32,0.05,0.08,0.45,0.20,0.21,0.06,0.03,0.21,0.38,0.35,0.03,-0.05,2.57,-9.57,0.49,0.66,0.46,7.96,Driving
0.18,0.23,0.25,0.30,0.05,0.07,0.35,0.15,0.35,0.08,0.02,0.16,0.38,0.40,0.03,-0.26,2.78,-9.51,0.60,0.70,0.44,7.96,Driving
0.07,0.33,0.23,0.24,0.14,0.22,0.31,0.16,0.28,0.04,0.04,0.32,0.46,0.16,0.01,-0.46,2.77,-9.51,0.75,0.64,0.37,7.97,Driving
0.11,0.23,0.08,0.30,0.27,0.16,0.26,0.34,0.19,0.05,0.01,0.11,0.41,0.41,0.06,0.12,2.15,-9.67,1.04,0.85,0.39,8.00,Driving
0.10,0.20,0.08,0.36,0.26,0.16,0.32,0.31,0.17,0.04,0.01,0.12,0.44,0.37,0.06,0.18,2.06,-9.69,1.00,0.84,0.39,7.99,Driving
0.03,0.11,0.38,0.32,0.15,0.05,0.38,0.25,0.17,0.14,0.01,0.18,0.52,0.26,0.03,0.81,1.64,-9.80,0.43,0.58,0.37,8.00,Driving
0.07,0.38,0.38,0.14,0.03,0.03,0.29,0.33,0.24,0.11,0.01,0.12,0.62,0.23,0.02,0.44,1.77,-9.79,0.40,0.53,0.32,7.99,Driving
0.05,0.20,0.47,0.24,0.05,0.08,0.30,0.32,0.16,0.14,0.14,0.38,0.35,0.12,0.01,0.28,1.98,-9.72,0.31,0.49,0.23,7.96,Driving
0.04,0.24,0.46,0.22,0.04,0.08,0.27,0.39,0.17,0.10,0.13,0.38,0.35,0.13,0.01,0.26,2.03,-9.71,0.30,0.48,0.24,7.95,Driving
0.08,0.14,0.15,0.47,0.15,0.38,0.31,0.11,0.10,0.10,0.25,0.48,0.21,0.04,0.01,-0.05,2.64,-9.56,0.36,0.65,0.25,7.96,Driving
0.13,0.20,0.15,0.40,0.12,0.30,0.27,0.13,0.15,0.15,0.03,0.38,0.42,0.13,0.04,-0.15,2.83,-9.51,0.40,0.69,0.28,7.97,Driving
0.23,0.29,0.35,0.08,0.05,0.12,0.01,0.42,0.20,0.25,0.06,0.30,0.45,0.16,0.04,0.00,2.55,-9.58,0.56,1.01,0.33,7.99,Driving
0.18,0.19,0.20,0.38,0.06,0.09,0.39,0.16,0.16,0.20,0.13,0.40,0.33,0.12,0.03,0.27,2.14,-9.68,0.63,1.10,0.35,8.00,Driving
0.03,0.10,0.43,0.38,0.05,0.12,0.45,0.28,0.09,0.05,0.07,0.31,0.36,0.20,0.06,0.66,1.48,-9.85,0.38,0.68,0.25,8.01,Driving
0.06,0.14,0.42,0.34,0.05,0.11,0.41,0.31,0.14,0.04,0.07,0.29,0.37,0.21,0.07,0.59,1.57,-9.83,0.41,0.69,0.25,8.00,Driving
0.13,0.11,0.25,0.32,0.19,0.30,0.32,0.18,0.07,0.13,0.13,0.38,0.32,0.13,0.05,0.04,2.65,-9.57,0.66,1.14,0.40,8.02,Driving
0.12,0.12,0.35,0.34,0.07,0.32,0.42,0.09,0.08,0.09,0.11,0.34,0.36,0.14,0.05,-0.07,2.83,-9.53,0.55,0.89,0.40,8.00,Driving
0.10,0.11,0.37,0.35,0.08,0.23,0.53,0.10,0.06,0.09,0.12,0.35,0.36,0.13,0.04,-0.03,2.75,-9.55,0.54,0.86,0.40,7.99,Driving
0.06,0.24,0.44,0.22,0.03,0.08,0.51,0.30,0.10,0.02,0.14,0.37,0.38,0.09,0.02,0.13,2.47,-9.61,0.36,0.45,0.36,7.95,Driving
0.01,0.14,0.46,0.32,0.07,0.12,0.28,0.37,0.20,0.02,0.17,0.53,0.25,0.04,0.01,0.35,2.01,-9.72,0.31,0.39,0.30,7.95,Driving
0.13,0.36,0.34,0.13,0.03,0.09,0.21,0.28,0.39,0.03,0.05,0.30,0.44,0.18,0.03,0.31,2.03,-9.72,0.29,0.36,0.24,7.96,Driving
0.11,0.33,0.39,0.14,0.03,0.09,0.27,0.26,0.35,0.03,0.05,0.33,0.43,0.17,0.03,0.33,1.99,-9.73,0.29,0.37,0.24,7.96,Driving
0.08,0.33,0.47,0.11,0.01,0.07,0.25,0.35,0.30,0.03,0.02,0.17,0.45,0.33,0.03,0.29,2.04,-9.72,0.25,0.35,0.19,7.96,Driving
0.03,0.10,0.30,0.43,0.14,0.19,0.27,0.38,0.09,0.07,0.01,0.19,0.53,0.24,0.04,0.23,2.17,-9.69,0.25,0.41,0.19,7.96,Driving
0.01,0.06,0.17,0.51,0.25,0.30,0.53,0.13,0.04,0.00,0.01,0.23,0.50,0.22,0.04,0.21,2.16,-9.69,0.27,0.45,0.20,7.96,Driving
0.01,0.06,0.30,0.56,0.08,0.46,0.42,0.11,0.00,0.00,0.04,0.22,0.54,0.17,0.03,0.06,2.33,-9.66,0.22,0.31,0.24,7.96,Driving
0.01,0.15,0.51,0.28,0.06,0.11,0.69,0.20,0.00,0.00,0.10,0.40,0.38,0.10,0.02,0.10,2.18,-9.69,0.26,0.33,0.29,7.95,Driving
0.00,0.12,0.49,0.34,0.05,0.08,0.70,0.21,0.00,0.00,0.06,0.38,0.45,0.10,0.01,0.11,2.20,-9.69,0.25,0.30,0.28,7.95,Driving
0.02,0.22,0.42,0.28,0.06,0.05,0.15,0.33,0.39,0.08,0.04,0.33,0.49,0.13,0.01,0.18,2.10,-9.71,0.25,0.31,0.29,7.95,Driving
0.03,0.23,0.42,0.27,0.05,0.05,0.19,0.32,0.34,0.09,0.04,0.24,0.43,0.26,0.03,0.22,2.07,-9.71,0.24,0.33,0.29,7.95,Driving
0.01,0.16,0.41,0.34,0.08,0.07,0.27,0.35,0.25,0.06,0.01,0.20,0.37,0.31,0.10,0.24,2.06,-9.72,0.22,0.29,0.29,7.96,Driving
0.01,0.13,0.40,0.35,0.10,0.07,0.29,0.36,0.22,0.06,0.12,0.27,0.28,0.25,0.08,0.25,2.03,-9.74,0.22,0.28,0.30,7.96,Driving
0.10,0.27,0.33,0.24,0.06,0.11,0.31,0.25,0.21,0.12,0.09,0.19,0.39,0.28,0.06,0.22,2.05,-9.73,0.26,0.36,0.25,7.96,Driving
0.17,0.30,0.27,0.21,0.04,0.13,0.27,0.11,0.30,0.19,0.05,0.21,0.37,0.28,0.09,0.16,2.13,-9.70,0.27,0.41,0.22,7.96,Driving
0.16,0.29,0.31,0.20,0.04,0.13,0.28,0.15,0.27,0.17,0.04,0.22,0.38,0.28,0.08,0.16,2.12,-9.71,0.26,0.40,0.22,7.96,Driving
0.07,0.23,0.51,0.17,0.01,0.01,0.30,0.41,0.19,0.08,0.12,0.28,0.38,0.19,0.03,0.09,2.24,-9.67,0.15,0.22,0.18,7.95,Driving
0.18,0.26,0.33,0.20,0.03,0.01,0.02,0.28,0.41,0.28,0.13,0.25,0.39,0.19,0.04,0.13,2.12,-9.70,0.09,0.12,0.17,7.95,Driving
0.06,0.05,0.34,0.44,0.12,0.02,0.46,0.38,0.07,0.08,0.11,0.22,0.37,0.26,0.04,0.10,2.20,-9.68,0.14,0.24,0.17,7.95,Driving
0.08,0.19,0.29,0.28,0.16,0.23,0.16,0.21,0.33,0.07,0.03,0.32,0.49,0.12,0.03,-0.07,2.51,-9.60,0.21,0.33,0.20,7.94,Driving
0.07,0.22,0.32,0.28,0.11,0.10,0.29,0.16,0.35,0.10,0.07,0.31,0.47,0.12,0.02,-0.05,2.45,-9.62,0.22,0.37,0.22,7.95,Driving
0.08,0.27,0.35,0.25,0.05,0.10,0.36,0.16,0.30,0.09,0.04,0.24,0.51,0.18,0.02,-0.02,2.39,-9.63,0.22,0.37,0.22,7.95,Driving
0.04,0.17,0.49,0.24,0.05,0.05,0.26,0.45,0.13,0.11,0.08,0.33,0.42,0.14,0.03,0.09,2.17,-9.69,0.22,0.32,0.25,7.95,Driving
0.01,0.06,0.65,0.26,0.02,0.05,0.17,0.42,0.27,0.09,0.03,0.23,0.63,0.10,0.01,0.15,2.16,-9.71,0.24,0.28,0.33,7.96,Driving
0.02,0.09,0.57,0.30,0.03,0.07,0.11,0.28,0.40,0.14,0.04,0.25,0.55,0.15,0.01,0.16,2.19,-9.70,0.29,0.34,0.37,7.97,Driving
0.01,0.09,0.55,0.33,0.03,0.06,0.15,0.23,0.44,0.13,0.03,0.28,0.53,0.15,0.01,0.18,2.15,-9.71,0.28,0.37,0.37,7.97,Driving
0.01,0.14,0.62,0.21,0.02,0.06,0.20,0.33,0.32,0.09,0.03,0.29,0.50,0.17,0.01,0.23,2.06,-9.72,0.28,0.36,0.37,7.96,Driving
0.14,0.45,0.33,0.07,0.00,0.04,0.15,0.35,0.36,0.10,0.01,0.17,0.38,0.37,0.07,0.15,2.01,-9.73,0.29,0.30,0.34,7.96,Driving
0.01,0.31,0.56,0.11,0.01,0.06,0.34,0.53,0.06,0.01,0.02,0.25,0.64,0.09,0.01,0.11,2.08,-9.72,0.32,0.32,0.38,7.96,Driving
0.03,0.32,0.55,0.10,0.01,0.08,0.43,0.43,0.04,0.02,0.01,0.22,0.67,0.09,0.01,0.03,2.19,-9.70,0.34,0.36,0.37,7.97,Driving
0.03,0.39,0.53,0.04,0.01,0.03,0.37,0.41,0.13,0.06,0.01,0.17,0.72,0.10,0.01,-0.04,2.44,-9.65,0.31,0.41,0.34,7.97,Driving
0.02,0.13,0.44,0.31,0.10,0.12,0.13,0.40,0.24,0.10,0.01,0.21,0.64,0.13,0.01,0.09,2.24,-9.69,0.37,0.66,0.32,7.98,Driving
0.02,0.12,0.48,0.30,0.09,0.12,0.15,0.39,0.24,0.10,0.07,0.32,0.44,0.14,0.03,0.14,2.20,-9.70,0.33,0.63,0.28,7.98,Driving
0.04,0.25,0.48,0.19,0.05,0.12,0.16,0.43,0.21,0.08,0.07,0.32,0.50,0.10,0.02,0.17,2.15,-9.71,0.29,0.61,0.26,7.98,Driving
0.09,0.44,0.30,0.14,0.03,0.05,0.11,0.14,0.34,0.35,0.04,0.11,0.37,0.39,0.09,0.20,2.04,-9.74,0.25,0.47,0.21,7.98,Driving
0.07,0.27,0.37,0.25,0.05,0.07,0.14,0.28,0.40,0.11,0.09,0.27,0.39,0.22,0.03,0.05,2.34,-9.67,0.16,0.21,0.15,7.96,Driving
0.05,0.24,0.38,0.26,0.07,0.08,0.20,0.20,0.37,0.15,0.05,0.23,0.33,0.28,0.11,0.04,2.31,-9.67,0.16,0.24,0.13,7.96,Driving
0.04,0.19,0.37,0.30,0.10,0.12,0.23,0.21,0.30,0.14,0.10,0.24,0.31,0.27,0.08,0.05,2.28,-9.68,0.16,0.26,0.14,7.96,Driving
0.04,0.22,0.39,0.27,0.09,0.10,0.20,0.24,0.34,0.12,0.08,0.23,0.32,0.29,0.08,0.04,2.29,-9.67,0.16,0.25,0.13,7.96,Driving
0.17,0.41,0.22,0.14,0.06,0.09,0.17,0.34,0.39,0.01,0.08,0.23,0.27,0.30,0.12,0.03,2.27,-9.68,0.14,0.21,0.12,7.95,Driving
0.17,0.28,0.25,0.28,0.02,0.15,0.20,0.22,0.22,0.21,0.13,0.25,0.18,0.30,0.14,-0.04,2.38,-9.65,0.07,0.09,0.11,7.95,Driving
0.01,0.26,0.36,0.35,0.02,0.12,0.21,0.23,0.27,0.18,0.06,0.26,0.23,0.31,0.14,-0.04,2.38,-9.65,0.08,0.09,0.10,7.95,Driving
0.01,0.27,0.34,0.36,0.02,0.08,0.18,0.28,0.30,0.17,0.06,0.27,0.24,0.32,0.11,-0.04,2.39,-9.65,0.08,0.08,0.10,7.95,Driving
0.01,0.29,0.34,0.34,0.02,0.04,0.19,0.31,0.34,0.12,0.05,0.26,0.25,0.33,0.10,-0.05,2.39,-9.65,0.08,0.07,0.10,7.95,Driving
0.01,0.30,0.32,0.35,0.01,0.05,0.22,0.29,0.30,0.15,0.05,0.26,0.25,0.34,0.10,-0.05,2.40,-9.65,0.08,0.06,0.10,7.95,Driving
0.01,0.24,0.28,0.31,0.16,0.04,0.22,0.30,0.31,0.13,0.08,0.31,0.27,0.32,0.01,-0.05,2.40,-9.64,0.07,0.06,0.10,7.95,Driving
0.01,0.20,0.30,0.31,0.18,0.10,0.46,0.39,0.04,0.01,0.07,0.30,0.32,0.30,0.01,-0.05,2.41,-9.64,0.07,0.06,0.09,7.95,Driving
0.02,0.03,0.15,0.77,0.02,0.80,0.10,0.04,0.02,0.03,0.07,0.52,0.34,0.05,0.02,-0.10,2.56,-9.60,0.22,0.37,0.14,7.96,Driving
0.02,0.03,0.16,0.58,0.21,0.19,0.58,0.15,0.03,0.04,0.10,0.43,0.39,0.06,0.02,-0.02,2.44,-9.63,0.29,0.49,0.17,7.96,Driving
0.02,0.03,0.17,0.57,0.22,0.19,0.57,0.16,0.03,0.04,0.11,0.42,0.40,0.06,0.02,-0.01,2.44,-9.64,0.29,0.49,0.17,7.97,Driving
0.05,0.06,0.14,0.52,0.24,0.23,0.53,0.12,0.07,0.05,0.09,0.40,0.35,0.10,0.05,-0.11,2.61,-9.59,0.41,0.71,0.22,7.98,Driving
0.05,0.10,0.18,0.51,0.16,0.16,0.57,0.14,0.08,0.05,0.09,0.46,0.31,0.13,0.02,-0.19,2.68,-9.57,0.42,0.70,0.23,7.98,Driving
0.05,0.10,0.16,0.47,0.22,0.54,0.19,0.14,0.07,0.05,0.05,0.41,0.35,0.17,0.02,-0.32,2.87,-9.52,0.37,0.65,0.23,7.99,Driving
0.10,0.20,0.46,0.23,0.01,0.50,0.17,0.18,0.08,0.07,0.07,0.35,0.36,0.19,0.03,-0.38,2.96,-9.51,0.40,0.70,0.25,8.00,Driving
0.05,0.23,0.26,0.27,0.18,0.29,0.17,0.19,0.16,0.19,0.03,0.33,0.40,0.22,0.03,0.13,2.06,-9.72,0.64,1.09,0.32,8.02,Driving
0.31,0.25,0.14,0.25,0.05,0.15,0.19,0.11,0.21,0.34,0.01,0.10,0.28,0.42,0.19,0.31,1.74,-9.80,0.43,0.71,0.22,8.00,Driving
0.34,0.27,0.12,0.22,0.05,0.13,0.17,0.10,0.21,0.39,0.01,0.08,0.22,0.48,0.21,0.28,1.81,-9.79,0.42,0.70,0.22,7.99,Driving
0.26,0.51,0.08,0.10,0.05,0.09,0.09,0.05,0.42,0.36,0.02,0.05,0.20,0.45,0.29,0.10,2.10,-9.72,0.29,0.50,0.16,7.97,Driving
0.10,0.23,0.24,0.29,0.14,0.13,0.24,0.21,0.31,0.10,0.08,0.26,0.21,0.33,0.12,-0.02,2.33,-9.66,0.07,0.08,0.10,7.95,Driving
0.17,0.30,0.34,0.19,0.01,0.13,0.25,0.22,0.31,0.09,0.11,0.29,0.21,0.29,0.10,-0.01,2.33,-9.66,0.07,0.07,0.09,7.95,Driving
0.19,0.31,0.34,0.16,0.00,0.05,0.26,0.27,0.32,0.10,0.12,0.29,0.21,0.30,0.09,-0.01,2.33,-9.66,0.06,0.07,0.09,7.95,Driving
0.19,0.32,0.33,0.15,0.01,0.04,0.27,0.28,0.34,0.07,0.12,0.29,0.22,0.30,0.07,-0.02,2.32,-9.67,0.06,0.07,0.09,7.95,Driving
0.21,0.28,0.33,0.17,0.00,0.02,0.23,0.26,0.32,0.16,0.12,0.25,0.23,0.30,0.10,-0.02,2.32,-9.67,0.06,0.07,0.09,7.95,Driving
0.07,0.28,0.19,0.27,0.19,0.02,0.23,0.29,0.34,0.12,0.10,0.24,0.24,0.32,0.09,-0.03,2.32,-9.67,0.06,0.06,0.09,7.95,Driving
0.00,0.27,0.34,0.36,0.02,0.01,0.23,0.34,0.33,0.08,0.11,0.25,0.26,0.32,0.06,-0.03,2.32,-9.67,0.07,0.06,0.09,7.96,Driving
0.00,0.28,0.34,0.36,0.02,0.02,0.23,0.36,0.33,0.06,0.11,0.25,0.24,0.33,0.07,-0.03,2.32,-9.67,0.07,0.06,0.09,7.95,Driving
0.00,0.28,0.34,0.35,0.02,0.02,0.22,0.38,0.32,0.06,0.15,0.24,0.25,0.31,0.05,-0.03,2.32,-9.67,0.06,0.06,0.09,7.96,Driving
0.00,0.28,0.34,0.36,0.01,0.02,0.23,0.38,0.32,0.05,0.19,0.22,0.25,0.29,0.06,-0.03,2.32,-9.67,0.06,0.06,0.09,7.96,Driving
